word	arousal	valence	dominance	concreteness	imageability	familiarity	age of acquisition	semantic size	gender association
optimism	6.765	8.471	7.382	2.059	2.971	6.065	5.412	5.971	3.382
optimist	6.912	8.441	7.455	2.914	3.829	5.758	5.6	5.588	3.294
optimistic	7.121	8.182	7.206	2.882	3.364	5.969	5.471	5.794	3.382
option	4.286	6.086	5.735	3.152	3.118	6.088	4.147	3.969	3.788
oral	5.938	5.629	5.314	4.114	4.2	5.333	5.4	3.6	3.939
orange	4.788	5.697	5.594	6.182	6.615	6.269	1.969	2.906	3.69
orange (colour)	5.735	6.171	5.543	5.714	6.824	6.382	1.882	4.029	3.571
orange (fruit)	4.412	6.143	5.4	6.657	6.886	6.485	1.886	2.343	3.714
orangutan	4.194	5.781	5.697	6.727	6.758	4.697	3.364	4.333	4.75
orbit	5.594	5.969	4.29	4.267	4.161	4.467	4.688	5.969	4.5
orchard	4.543	6.235	5	6.4	6.235	4.2	4.543	5.171	2.971
orchestra	5.809	6.462	5.077	6.075	6.439	5.391	4.71	5.706	3.567
ordain	3.6	5.222	5.483	3	3.138	2.546	6.167	4.207	4.586
ordeal	4.588	2.6	3.242	3.314	3.429	4.936	5.583	5.543	3.75
ordinary	3.719	4.727	4.469	3.531	3.313	6.031	3.636	3.636	4.03
organ	4.968	5.484	4.8	6.167	5.774	5.593	4.344	3.567	4.167
organ (liver)	3.706	5.471	5.324	6.647	6.152	5.774	4.485	3.818	4.559
organ (piano)	4.794	5.714	5.781	6.314	6.618	4.938	4.177	5.029	3.853
organise	5.152	6.424	6.576	3.161	4.25	6.355	4.333	4	3.031
organised	4.818	7.147	7	3.412	4.257	6.182	4.4	4.2	2.486
organism	4.515	5.5	5.059	5.618	4.706	5.485	5.788	3.206	4.118
orgasm	7.941	8.2	6.324	5.029	5.265	5.727	6.5	5.171	3.057
origin	4.206	5.529	4.971	3.206	2.706	5.515	5.235	4.719	3.939
ornament	3.606	5.771	5.667	6.371	6.324	4.364	4.118	2.794	2.912
ostrich	3.657	5.273	5.159	6.493	6.486	4.924	3.536	4.265	4.088
other	2.742	4.936	4.667	2.844	2.1	6.321	2.5	3.344	4.121
otter	4.313	6.059	5.171	6.794	6.657	5.212	3.514	3.353	3.886
ounce	3.333	4.939	4.455	5.029	3.688	4.576	4.588	2.188	3.667
outbreak	4.364	3.5	4.294	3.813	3.647	4.879	5.061	5.697	4.6
outcast	3.875	2.344	2.839	3.531	4.25	5.438	5.516	3.774	4.485
outcome	4.324	5.706	5.171	3.714	2.794	5.375	5	4.382	4.265
outdoors	5.844	6.794	5.794	5.485	6.438	5.9	2.457	6.029	4.364
outlook	4.5	5.97	6.375	2.594	3.353	5.303	5.735	4.824	4.121
output	3.394	5.382	5.546	3.677	2.677	4.807	5.485	4.531	4.941
outrage	5.794	2.371	5.6	3.2	4.657	5.438	5.235	5.818	4.677
outside	5.588	6.879	5.333	5.382	6.177	6.594	2.152	5.879	3.97
outsider	4.657	3.4	4.114	4.25	4.576	4.875	4.529	4.188	4.515
outstanding	6.8	8.469	6.467	2.313	2.938	4.966	4.594	5.406	4.036
oval	3.059	5	4.914	5.343	5.886	4.853	3.143	2.941	3.257
oven	4.086	5.294	5.457	6.743	6.8	6.4	2.6	3.657	3.2
over	3.771	4.829	5	3.514	3.588	5.849	2.657	4.529	4
over (above)	4.152	5.939	6.758	3.939	4.152	6.156	2.849	4.906	4.091
over (cricket)	2.414	5	5	3.821	3.241	1.857	6.222	3.241	5.094
over (finished)	3.765	4.324	4.714	3.794	2.914	6.182	3	4.294	4.5
overcast	3.219	3.212	4.324	4.893	5.688	5.258	5.059	4.438	4.559
overdose	4.686	1.943	4.152	4.618	4.5	4.636	5.914	5.529	4.171
overt	5.188	5.065	6	2.633	2.424	3.613	6.229	4.75	4.118
owl	4.212	5.818	5.485	6.697	6.719	6.156	2.152	2.667	3.697
own	4.324	6.212	7.265	3.529	3.546	6.281	2.529	4.061	4.273
owner	3.765	5.429	6.969	4.486	4.364	6.03	3.371	4.324	4.939
ownership	4.936	6	7.063	3.333	3.129	4.936	4.781	4.774	4.677
oxygen	4.941	6.794	5	5.382	3.324	6.147	4	4.788	3.941
oyster	4.515	5.412	5.333	6.471	6.324	4.906	4.559	2.382	4.03
pacifism	4.258	5.936	5.242	2.636	3.406	3.576	6.394	4.567	3.781
pacifist	4.531	5.688	5.71	3.438	3.125	3.97	6.313	4.406	3.677
pack	3.853	5.029	5.03	5.086	4.971	5.281	2.912	3.829	4.441
pack (fill)	3.606	5	5.265	4.824	4.364	5.25	3.177	3.912	4.324
pack (group)	4.143	5.314	4.941	5	4.824	4.667	4.2	5.382	5.257
package	4.452	5.903	5.033	6.063	5.833	5.8	3.939	3.226	5.094
packet	3.765	5.177	5.257	5.97	5.909	6.097	2.686	2.914	4.265
pact	4.75	5.794	4.355	3.576	2.781	4.563	4.794	4.563	4.484
padlock	3.938	4.853	4.382	6.75	6.875	5.069	4.177	2.031	5
page	3.633	5.516	5.375	6.357	6.448	6.414	2.636	2.281	3.897
page (call)	3.281	4.735	5.515	4.206	3.971	3.727	5.794	2.719	3.882
page (paper)	3.063	5.5	5.355	6.5	6.242	6.281	2.323	3	3.758
page (ward)	3.04	4.962	4.696	4.917	4.192	2.714	5.455	3.539	4.04
pail	2.862	5.179	4.929	6	5.533	2.643	4.3	2.69	4
pain	5.515	1.941	2.912	3.719	4.424	6.226	2.2	5.147	4.546
painful	5.875	1.849	3.818	2.706	4.529	6.313	2.971	5.364	4.429
paint	4.618	5.97	5.441	6.394	6.324	6.065	2.206	3.235	3.677
paintbrush	4.6	6.314	5.294	6.5	6.629	5.914	2.588	2.576	3.257
painter	4.788	5.824	5.424	6.5	6.424	5.969	3.088	3.735	4.853
pair	4.719	5.767	5.1	4.367	5.063	6.233	2.781	3.516	3.6
palace	5.807	6.212	5.323	6.29	6.033	4.759	3.182	5.774	2.967
pale	4.061	3.903	4.063	3.581	4.97	5.172	3.548	3.375	2.966
pamphlet	2.882	5.088	4.727	6.546	6.424	4.364	5.182	2.719	3.706
pan	2.969	4.943	4.849	6.543	6.382	5.849	2.657	2.794	3.943
pan (camera)	4.516	5.323	5.719	4.871	5.094	4	5.931	3.677	4.25
pan (criticise)	4.143	2.433	4.2	2.655	2.733	2.743	6.035	4.179	3.63
pan (pot)	2.788	5.219	5.606	6.576	6.697	6.25	2.125	2.939	3.424
pancake	4.853	6.314	5.086	6.706	6.686	5.794	2.629	2.657	3.257
panda	4.97	6.294	5.559	6.441	6.743	5.382	2.971	4.794	4.086
panic	5.688	2.273	2.571	3.871	3.743	5.969	4	5.455	3.697
panorama	5.25	5.882	5.235	4.091	4.485	3.882	5.882	5.906	4.129
panther	5.8	5.314	5.543	6.765	6.265	4.774	3.972	4.677	4.743
paper	3.655	5.645	5.69	6.652	6.5	6.6	2.29	2.75	3.852
paperclip	2.606	5.313	4.813	6.697	6.656	5.906	3.424	1.75	3.719
parachute	6.118	5.788	5.212	6.441	6.5	5.548	3.412	5.121	4.515
parade	6.059	6.8	5.563	5.8	6.177	5.121	3.829	5.912	3.706
paradise	7.485	8.375	6.469	3.094	4.875	5.094	4.242	5.909	3.029
paradox	4.875	4.483	4.8	2.862	2.25	4.029	6.548	4.781	4.333
paragraph	3.147	5.147	5.5	4.912	5.412	6.344	4.559	3.382	3.853
paralyse	4.514	1.829	2.382	4.943	4.657	5.353	4.971	4.147	4.2
paralysis	4.441	1.882	2.324	5.235	4.706	4.758	5.879	4.849	4.206
paranoid	5.618	2.286	2.606	2.6	3.618	5.206	5.706	4.971	3.824
parasite	4.486	2.303	3.382	5.6	5.273	4.849	5.371	2.794	4.5
parcel	5.429	6	5.353	5.788	6.314	6.031	3.229	3.177	4.114
parish	3.323	4.467	3.9	4.75	4.581	3.655	4.813	4.419	4.704
park	4.516	6.688	5.3	6	6.207	6.222	2.156	5.387	3.828
park (car)	2.936	4.903	5.594	5.406	5.613	6.207	3.03	3.688	4.563
park (public land)	5.057	6.543	5.429	6.5	6.588	6.294	2.257	5.8	4.114
parlour	4	5.516	5.032	5.625	4.813	3.324	5.424	3.909	2.844
parochial	3.813	3.867	4.063	2.6	3.125	2.281	6.059	4.222	4.875
parole	4.438	4.563	3.121	3.727	2.667	3.969	5.97	4.375	5.133
parrot	4.303	5.735	5.182	6.647	6.636	5.097	2.455	2.939	4.206
parsley	3.219	5.485	5.194	6.594	6.485	5.774	4.625	2.419	3.546
part	3.143	5	4.886	4.294	3.471	5.813	2.6	3.029	4.114
part (divide)	4.125	4.212	4.618	3.567	4.229	4.938	4.057	3.424	3.939
part (portion)	3.656	4.849	4.697	4.5	4.912	5.515	3.147	2.688	4.059
partial	3.206	5.118	4.735	2.529	2.471	4.606	4.882	3.294	4.03
particular	3.455	5.314	4.857	3.088	2.029	5.697	5.147	3.303	3.286
parts	4.065	5.125	4.969	4.452	3.452	5.963	2.968	3.433	4.5
party	7.242	7.059	6.394	5.324	6.235	6.469	2.441	5.118	3.697
party (celebration)	7.559	8.147	6.543	5.606	6.303	6.333	2.343	5.333	3.606
party (group)	6.063	6.457	5.324	5.514	5.8	5.588	3.486	5.057	3.914
pass	4.714	6.286	5.471	3.771	4.177	6.03	2.914	3.412	4
pass (move past)	4	5.143	5.714	4.086	4.343	5.571	3.2	3.618	3.886
pass (permission)	3.818	6.242	4.182	3.97	3	5.313	4.03	4.061	3.697
pass (route)	3.143	5.235	5.514	4.914	4.382	4.171	4.057	3.588	4.286
passage	4.586	5.625	5.167	4.871	5.29	4.8	4.484	3.9	3.807
passageway	3.5	5.235	5	5.588	5.514	4.824	5	4.212	4.2
passion	7.576	8.125	6.618	3.194	3.697	6.031	5.265	5.647	2.839
passionate	8.177	8.143	7.061	2.515	4.486	5.794	5.286	6	2.6
passive	3	4.229	3.849	2.4	2.735	5.125	5.889	3.714	3.286
pasta	4.212	5.97	5.515	6.75	6.636	6.7	2.667	2.333	3.516
paste	2.882	5.121	5.333	5.333	4.5	5.636	3.441	2.909	4
pastry	4.177	5.971	5.094	6.114	6.485	5.758	3.618	2.353	2.824
patch	3.618	4.667	5.188	5.121	5.406	5.313	3.303	2.758	4.324
patch (area)	2.912	4.909	5.118	5.147	4.943	4.559	3.743	3.294	4.088
patch (repair)	3.647	6.177	5.647	5.059	5.344	4.531	4.412	3.059	4.441
patent	3.441	5.2	5.412	4.147	2.971	4.265	5.765	3.559	4.118
path	4.235	5.971	5.727	5.909	6.294	6.364	2.588	3.909	3.879
patient	3.971	6.677	5.091	4.086	4.618	5.794	3.235	4.257	3.303
patient (medical)	4.324	4.333	3.529	5.886	5.5	5.677	3.971	4.206	4.029
patient (tolerant)	3.941	7.029	4.941	2.743	2.971	6.118	4.114	4.514	3
patriot	5.323	6.129	6.276	3.818	4.3	4.313	5.939	4.833	5.406
patrol	3.677	4.6	4.853	4.758	4.657	4.879	4.943	4.303	5.353
patron	3.633	6.125	4.759	4.625	3.31	3.857	5.807	4.133	4.065
pause	2.879	4.882	4.529	4.059	3.182	5.871	3.303	3.281	3.939
payment	4.594	5.656	4.742	5.125	4.813	6.367	4.484	4.581	4.719
payroll	4.235	6.257	4.286	5.647	4.571	4.647	6	4.147	4.543
pea	3.097	5.226	5.313	6.645	6.483	5.871	2.25	1.546	3.667
peace	4.879	8.647	6.059	2.563	4	5.875	3.543	5.794	2.636
peaceful	4.382	7.824	6.03	2.875	5	6.156	3.853	4.618	2.485
peach	4.265	6.121	5.265	6.735	6.794	6.125	2.529	2.412	2.412
peacock	5.059	6.429	5.697	6.677	6.647	5.032	3.382	3.706	3.457
peal	3.394	5.147	5.212	4.677	4.324	4.235	4.088	3.059	3.656
peanut	3.343	5.147	5.188	6.882	6.727	5.909	3.057	1.824	4.412
pear	3.484	5.343	4.886	6.686	6.714	5.853	2.457	2.559	3.343
pearl	5.561	6.576	5.609	6.631	6.574	5.246	3.657	2.015	1.815
peas	3.364	5.431	4.896	6.625	6.645	6.197	2.106	1.727	3.885
pebble	3.219	5.455	5.091	6.606	6.485	5.531	2.849	1.909	3.303
pecan	3.143	5.182	5.057	6.086	5.515	3.229	5.242	2.057	3.886
peck	4.371	5.382	5.03	4.5	4.714	4.677	3.706	2.313	3.2
peculiar	5.059	4.563	4.625	2.594	2.794	4.909	5.529	4.424	4.394
peddle	3.412	5.03	5.588	5.088	5.324	4.735	3.177	3.03	4.265
peek	4.471	4.972	5.088	3.829	4.618	5.091	2.5	2.829	3.6
peel	3.485	4.939	5.281	5.061	5.303	5.75	2.909	2.333	3.333
peep	4.765	4.382	5	3.588	4.235	4.656	3.029	2.188	3.618
peer	4.667	5.8	5.29	4.441	4.559	4.969	5.229	3.939	3.765
peer (colleague)	4.719	5.909	5.212	5.636	5.4	5.406	5.677	3.844	3.939
peer (look)	4.559	5.265	5.114	3.882	4.294	4.485	4.257	2.971	3.677
peers	4.548	5.807	4.313	4.419	4.267	4.733	5.438	4.6	4
peg	2.794	5.059	5.235	6.265	6.177	5.094	3.118	1.588	3.735
pelt	4.839	4.121	5.258	5.406	4.5	3.853	4.968	3.281	4.688
pelvis	4.824	5.091	5.273	6.5	5.971	5.394	5.588	3.471	4.088
pen	2.912	5.364	6.125	6.714	6.853	6.656	2.206	1.765	4.235
pen (cage)	3.313	4	3.486	5.914	5.765	4.265	4.029	2.469	4.303
pen (ink)	3.941	5.429	5.571	6.324	6.088	6.677	2.371	2.057	4.486
penalty	4.091	3.258	3.933	4.125	4	5.1	4.303	4.188	5.4
pence	3.333	5.343	4.829	6.143	6.118	5.647	2.571	1.647	3.735
pencil	3.882	5.455	6.364	6.556	6.92	6.231	2.364	2.125	4.097
penguin	4.97	6.412	5.219	6.469	6.645	5.677	2.706	2.781	3.788
penicillin	4.548	6.936	5.267	6.419	5.094	4.813	5.656	3.333	4.172
penis	6.5	6.353	5.771	6.647	6.758	5.903	4.727	4.406	6.714
penny	3.5	5.871	4.936	6.633	6.758	6.5	2.323	1.516	3.636
pension	3.607	5.788	3.75	4.515	2.936	5.185	5.323	3.906	4.258
pensive	3.645	4.839	4.633	3	3.438	3.235	6.167	3.839	3.767
penthouse	5.853	6.219	6.114	5.967	6.121	4.303	5.8	5.171	4.706
people	5.697	6.333	5.457	6.226	6.364	6.548	2.235	5.344	4.029
pepper	4.412	5.382	5.265	6.588	6.677	6.455	2.971	2.061	4.235
pepper (black)	3.941	5.171	5.471	6.5	6.371	6.03	3.882	2.091	5.143
pepper (lightly cover)	3.849	5.455	5.438	4.469	5	3.939	5.088	2.31	3.613
pepper (vegetable)	3.457	5.457	5.229	6.588	6.818	6.281	3.657	2.455	3.765
perceive	3.97	5.314	5.971	2.714	2.457	5.171	5.714	4.559	3.882
percent	3.265	5.182	5.057	4.086	3.914	6.091	4.571	3.382	4.4
perception	5.118	5.714	5.657	2.229	2.471	4.879	5.914	4.943	3.714
perform	5.97	6.394	6.594	3.938	3.879	5.875	3.788	5.25	3.394
performance	6.229	6.429	6.588	3.229	4.2	6.086	4.177	5.257	3.914
performer	6.353	6.853	5.765	5.677	5.657	5.5	4.6	4.794	3.886
perfume	5.849	6.821	5.344	5.839	5.448	5.607	3.871	2.636	1.75
period	3.849	4.324	4.419	4.455	4.5	5.258	5	3.529	2.529
periodical	2.719	4.758	4.533	3.941	3.229	3.618	6.441	4.206	4.206
periodical (intermittent)	3.31	5.161	4.172	2.931	2.531	3.882	6.364	3.867	4.226
periodical (newspaper)	3.355	5.267	4.733	5.793	5.167	2.939	6.242	4.233	4.931
perjury	4.821	2.786	4.035	3.3	2.786	3.636	6.567	5.069	4.433
perky	7	7.147	6.281	3.529	4.697	4.794	5	3.794	2.5
permanent	4.281	4.824	4.531	3.719	3	5.606	4.636	5.188	4.281
permission	4.088	5.6	3.2	3.177	2.677	5.471	3.529	4.412	3.303
perpetrator	6.226	2.25	3.938	3.807	2.906	3.719	6.065	4.438	5
persecute	5.455	2.667	4.455	3.97	3.375	4.353	6.313	5.455	5
persecution	5.294	2.235	3.343	3.314	3.618	4.559	5.971	5.514	4.686
persist	4.647	4.853	5.971	2.647	2.471	5.455	5.677	4.594	4.118
persistent	5.303	5.794	6.882	2.8	3.571	5.212	5.324	4.886	3.471
person	4.743	5.75	5.471	6.371	6.147	6.581	2.371	4.441	3.939
personal	5.647	6.086	5.938	2.818	2.714	6.156	4.057	4.588	3.314
personality	6.033	6.875	6	2.303	2.194	6.414	4.576	5.71	3.375
perspiration	4.118	3.697	3.971	5.485	5.688	5.257	6.091	3.294	5.091
pervert	4.781	1.618	4.121	4.212	4.182	5.438	5.706	4.273	5.971
pessimist	3.118	2.333	3.706	2.971	3.353	5.235	5.879	3.618	4.294
pest	4.219	2.906	4.419	4.625	5.313	5.4	3.219	3.065	4.727
pester	4.875	2.688	3.967	2.71	3.281	4.567	4.533	3.219	4.3
pet	5.5	6.828	5.467	5.552	6	6.5	2.161	3.032	3.536
petal	4.114	6.943	5.171	6.206	6.647	5.706	2.714	1.714	1.914
petrol	3.774	4.571	4.667	6.088	5.441	5.667	3.5	4.088	5.061
petty	3.969	2.939	3.8	2.645	2.794	5.194	4.882	2.531	3.429
phantom	5.294	3.406	4.353	2.636	4.485	3.515	4.697	4.469	4.667
pharmacist	3.471	6.294	4.485	6.412	6.086	5.765	5.486	4.303	3.914
pharmacy	3.788	5.471	4.912	6.412	6.212	6.03	4.971	4.5	3.588
phase	3.618	5.059	4.8	3.091	2.971	5.031	4.943	3.765	4.057
pheasant	3.031	4.941	4.735	6.618	6.177	4.235	4.441	3.576	4.667
phenomenal	7.4	8.086	6.314	2.057	3	5	5.371	6.353	4.029
phenomenon	6.886	6.886	5.324	2.171	2.371	4.147	5.8	6.059	3.909
philosophy	4.594	5.97	5.455	1.758	2.212	5.242	5.727	5.563	4.031
phone	4.563	5.355	5.133	6.704	6.71	6.88	2.656	2.839	3.821
photo	5.182	5.967	5.606	5.936	6.212	6.571	2.818	2.971	3.5
photographer	5.091	5.533	5.484	5.903	6	5.741	4.182	4	4.613
phrase	3.059	4.971	5.143	3.441	3.086	5.441	3.886	3.114	3.886
physical	6.029	6.171	6.424	4.618	3.588	6.032	4.771	4.829	5.441
physician	4.088	5.906	4.469	5.546	5.781	4.794	5.794	4.471	5.061
physics	3.788	5.457	4.394	4.735	3.943	5.235	5.257	5.909	5.429
pianist	5.114	6.194	6.029	6.229	6.286	5.912	4.5	4.083	4.222
piano	5.6	6.419	5.969	6.593	6.893	6.143	2.719	4.844	3.621
pick	4	5.531	5.594	3.688	3.807	6.032	2.303	2.667	4.258
picket	4.621	4.75	4.933	5.3	4.828	4	5.645	3.767	4.161
pickle	3.5	4.857	5.182	6.182	6.469	4.936	3.647	1.941	4.353
pickle (difficulty)	4.188	3.121	3.875	2.97	3.063	4.364	4.242	3.781	3.781
pickle (preserve)	3.235	5.152	5.156	5.576	4.849	3.941	4.559	2.364	3.941
picture	4.879	6.118	5.697	5.912	5.969	6.606	2.212	3.794	3.382
pie	5.147	6.2	5.429	6.5	6.647	6.03	2.265	2.618	4.543
piece	3.471	5.088	5.147	4.941	4.471	6.206	2.412	2.118	3.656
pier	4.552	5.438	5.267	6.355	6.387	4.148	4.406	4.406	4.194
pig	4.364	5.387	5.313	6.846	6.7	5.5	2.097	3.531	5
pigeon	3.219	4.788	5.636	6.571	6.735	5.471	2.412	2.257	4.118
pile	3.061	4.576	4.882	4.647	5.118	5.094	2.971	3.606	4.364
pill	4.625	4.406	4.031	6.613	6.621	5.88	3.733	1.906	3.357
pillow	4.914	6.343	5.543	6.441	6.629	6.563	1.971	3.324	3.147
pilot	4.774	6	4.939	6.546	6.531	5.448	3.546	3.906	5.781
pimp	4.2	2.879	5.057	5.559	5.5	4.529	6.371	4.059	5.914
pimple	3.594	2.813	3.788	6.273	6.088	5.091	4.8	2	3.758
pin	2.938	4.758	4.909	6.324	6.212	5.727	2.824	1.531	3.529
pinch	4.939	3.75	5.281	4.906	5.563	5.75	2.818	2.419	3.849
pine	3.242	5.147	5.088	5.706	5.353	4.25	3.886	3.765	3.706
pine (long for)	5.485	3.818	3.514	2.303	3.485	4.406	5.735	5	3.091
pine (tree/wood)	3.97	5.606	5.647	6.516	6.485	4.938	4	4.758	4.529
pineapple	4.235	6.088	5.029	6.818	6.882	6.031	2.546	3.029	3.294
pink	5.559	6.182	4.686	5.344	6.486	5.875	1.943	3	1.857
pint	4.788	5.765	5.469	6.303	6.636	6.382	4.824	2.697	5.546
pint (beer)	4.829	5.743	5.471	6.794	6.906	6.394	5.118	3.273	5.758
pint (volume)	4.606	5.514	5.147	5.943	5.829	6.059	4.829	3.6	5.441
pioneer	5.636	6.853	6.242	4.412	4.853	4	5.529	5.177	5.235
pipe	3.364	4.743	5.257	6.429	6.4	4.939	3.286	2.735	5.4
pipe (tobacco)	3.625	4.03	5.121	6.576	6.576	4.969	4.455	2.939	5.909
pipe (water)	2.6	5.118	4.857	6.529	6.171	5.114	3.343	3.457	4.457
pistol	4.794	2.941	5.441	6.343	6.515	4.735	4.514	3.294	5.706
piston	5.179	4.71	4.893	5.769	5.444	3.394	5.893	3.613	5.586
pitch	4.133	5.129	5.3	4.938	4.063	4.321	3.813	4.097	4.259
pitch (field of play)	3.849	5.629	5.818	6.063	6.143	5.371	3.486	5.152	5.714
pitch (musical)	5.528	5.75	5.091	3.829	2.912	5.382	4.861	4.088	2.806
pitch (tar)	3.379	4.333	4.7	5.3	4.367	2.871	5.419	4	4.828
pitch (throw)	4.485	5.273	6.03	4.882	5.588	4.424	4.849	4.061	5.059
pitiful	3.882	2.455	3.844	2.735	3.455	4.235	5.343	3.156	4.029
pity	3.515	3.226	3.727	2.323	3.344	5.645	4.212	3.742	3.333
pizza	6.188	7.033	5.633	6.72	6.741	6.696	2.875	3.387	4.667
plain	2.529	4.412	4.618	4.088	4.114	6	2.857	3.121	3.824
plan	4.061	6.088	6.235	3.853	4.177	5.969	3.735	4.206	4.235
plane	4.771	5.765	4.559	6.543	6.647	6.242	2.343	5.486	4.765
plane (aircraft)	4.971	5.529	5.206	6.647	6.706	6.281	2.559	5.529	5
plane (surface)	2.879	5.2	4.939	5.486	5.257	3.97	5	4.382	4.294
plane (wood)	2.909	5.273	5.455	6.086	5.455	3.912	5.118	3.177	4.909
planet	5.514	6.371	4.324	5.941	6.206	6.133	2.971	6.429	4.242
plank	3.194	4.75	4.833	5.97	6.219	4.844	3.594	2.968	4.758
plant	3.618	6.515	5.647	6.655	6.781	6.286	2.485	3.258	3.355
plant (factory)	3.242	4.286	4.618	6.281	6.143	4.324	5.118	5.5	5.143
plant (flower)	4.324	6.5	4.906	6.242	6.546	6.29	2.353	2.912	2.471
plant (position)	3.212	5.059	5.794	4.441	3.75	3.727	4.382	3.484	4.029
plantation	3.767	4.633	4.367	6.032	5.226	4.032	5.8	5.467	4.469
plasma	3.971	5.257	5	5.171	3.515	3.686	5.8	3.441	4.343
plaster	3.156	5	5.241	6.452	6.03	5.036	3.406	2.531	4.407
plaster (bandage)	3.697	4.314	4.265	6.364	6.5	6.258	2.343	2.588	3.853
plaster (wall)	2.647	5.091	5.2	5.941	6.061	5.515	4.147	3.765	5.543
plate	3.065	5.207	5.152	6.484	6.667	6.808	2.375	2.606	3.774
platter	3.853	5.5	5	5.971	5.618	4.182	4.941	3.677	3.853
play	6.829	7.543	6.765	4.171	4.686	6.091	1.824	4.5	3.529
play (game)	6.188	6.618	6.273	4.441	5.206	6.515	1.706	4.324	4.147
play (stage performance)	5.857	6.735	5.629	5.471	6.364	6.091	3.371	4.758	3.059
player	4.563	4.657	5.364	4.441	4.677	5.394	3.429	3.882	5.457
playful	7.353	7.486	6.743	2.743	4.5	5.971	3.343	4.677	3.029
plea	4.912	3.6	3.235	3.8	3.4	4.563	4.971	3.941	3.257
plead	4.455	3.091	2.727	3.212	3.636	4.833	4.938	4.485	3.606
please	4.829	6.971	4.457	2.943	2.971	6.455	1.543	4.114	3.229
pleasure	7.257	8.091	5.97	2.206	3.677	6	4.771	5.343	2.971
pledge	4.618	5.849	4.706	3.688	2.938	4.563	5.824	4.559	4.152
pliers	3.114	4.514	5.606	6.177	6.257	4.515	4.235	2.686	5.853
plight	4.613	3.807	4.032	2.7	2.727	3.219	6.226	4.467	3.625
plot	4.727	4.25	4.879	3.576	3.29	5.258	3.849	4.879	4.406
plot (conspiracy)	6.647	2.912	3.969	3.324	3.5	5.147	5	5.438	4.879
plot (graph)	3.059	5.294	5.656	5	5.706	5.061	4.943	3.412	4.559
plot (land)	3.294	5.091	5.242	6.091	5.867	4.818	4.559	5.125	4.636
plot (story)	4.882	5.727	5.286	3.941	3.382	5.548	4.2	4.394	3.818
plough	4.433	5.061	5.548	5.719	5.742	3.625	4.594	4.2	5.355
ploy	4.529	3.758	5.061	2.971	2.516	3.818	5.941	3.906	4.303
plug	2.857	5	4.914	6.343	6.2	6	2.706	2.257	4.686
plug (blockage)	2.588	3.879	4.206	5.618	5.912	4.912	4.471	3.029	4.882
plug (electric)	2.765	5.324	5.667	6.457	6.618	6.029	2.794	2.4	4.971
plum	3.5	5.606	4.882	6.543	6.324	5.844	2.735	1.912	3.182
plumber	3.344	5.424	5.121	5.931	5.931	4.64	4	3.906	6
plump	4.121	4.559	4.849	4.235	5.371	5.606	4.118	4.412	3.029
plural	3.677	5.226	4.931	3.485	2.677	5.467	3.909	4.781	3.875
poach	4.188	3.469	4.9	3.438	3.25	3.655	5	3.531	4.759
poach (cook)	3.457	5.343	5.333	5.333	5.182	4.171	5.514	2.914	3.576
poach (hunt)	4.656	2.829	5.438	4.853	4.727	3.212	5.343	4.531	5.849
pocket	2.882	5.219	5.235	6.206	6.118	6.063	2.441	2.813	4.303
poet	4.688	6.563	5.677	5.387	5.121	6.065	4.094	4.097	4.281
poetry	4.457	6.771	5.229	4.147	5	5.25	3.914	3.882	3.029
point	4.094	4.857	5.441	4.903	4.629	5.849	2.914	2.765	4.061
point (argument)	5.485	4.455	6.5	2.758	3.094	5.839	4.324	4.485	4.206
point (finger)	4.849	3.941	5.971	5.206	5.912	5.781	2.059	2.625	4.382
point (location)	4.559	5.364	4.941	5.235	4.114	5.242	4.029	3.606	4.286
poison	4.697	1.971	4.546	5.765	5.324	4.938	3.529	4.353	4.667
poisoned	5.314	1.943	3.2	5.03	4.849	4.727	3.8	4.576	4.371
poke	4.938	4.571	5.343	5.029	5.4	5.344	2.857	3	4.313
poker	4.882	4.514	5.147	5.912	6.029	4.971	5.152	3.571	5.686
poker (cards)	5.314	4.886	5.4	5.857	6.543	5	5.143	3.441	5.735
poker (rod)	4.625	3.938	5.031	6.156	6.161	4.091	4.719	3.563	5.313
polar	4.353	4.818	5.171	4.364	4.088	4.177	4.314	4.382	4.143
pole	4	5.091	5.424	6.429	6.143	5.758	3.143	3.412	3.618
police	5.375	4.516	3.719	6.194	6.387	6.438	2.882	5.177	5.546
policeman	4.5	5.265	4.794	6.618	6.735	6.235	2.371	4.4	6.588
polish	3.857	5.833	5.5	5.114	5.472	5.688	3.722	3.265	3.171
polite	5.29	7.469	5.156	2.677	3.258	6.069	3.156	3.969	3
politician	4.03	4.29	4.849	5.939	5.75	6.094	4.939	5.152	5.719
poll	3.394	5.129	4.849	4.515	4.438	5.455	5.118	3.879	4.364
pollute	4.387	1.968	3.844	4.219	4.5	4.929	4.844	5.677	4.786
pollution	4.824	1.727	3.382	4.516	4.794	5.692	4.706	5.938	4.613
polyester	3.086	4.714	4.818	5.546	4.563	4.441	5.971	2.971	3.912
ponce	3.963	3.357	4.667	3.039	3.931	3.235	6	3.346	4.467
pond	3.971	5.486	5.235	6.382	6.394	5.382	2.714	3.371	3.629
pony	4.313	6.265	5.529	6.677	6.788	5.548	2.206	3.294	2.206
poodle	4.343	6.121	5.171	6.657	6.6	5.441	3.029	2.229	2.571
