word	valence	arousal	dominance	concreteness	imageability	age of acquisition
przemówienie	5.16	4.72	6.36	4.80	6.60	9.48
przemyć	5.20	3.52	5.46	3.82	6.52	8.36
przemysł	5.04	4.08	6.08	4.42	6.28	10.36
przemyt	3.70	4.60	4.94	4.00	5.64	10.51
przenicować	4.46	3.79	5.17	4.42	3.81	12.43
przenikliwy	5.22	4.18	5.68	6.58	4.94	10.98
przepiękny	7.72	4.84	6.18	6.34	5.76	8.80
przepiłować	4.56	4.22	5.46	4.08	6.74	9.06
przepych	4.72	4.86	6.34	5.92	6.40	11.08
przeraźliwy	3.04	6.00	4.44	6.12	5.22	9.54
przerażający	2.50	5.96	4.82	6.02	5.90	8.54
przerażenie	2.54	5.80	2.96	6.54	6.44	9.28
przerażony	2.54	6.12	2.74	5.98	6.26	9.34
przerębel	5.17	3.94	4.68	2.42	7.15	10.38
przerwać	4.36	4.44	4.86	4.18	5.84	8.14
przestępca	2.60	5.90	4.92	3.48	6.82	9.12
przestępstwo	2.72	6.02	4.56	4.98	5.82	9.58
przestraszony	2.92	5.16	2.82	5.76	6.20	7.82
przestraszyć się	3.28	5.90	2.96	5.44	6.66	7.28
przestrzegać	5.24	3.78	5.00	5.82	4.68	9.72
przestrzeń	6.30	3.38	6.14	5.18	6.32	8.94
przeszkadzać	3.36	4.46	4.82	4.84	5.84	8.06
przeszyć	4.68	3.56	5.10	4.00	5.86	9.62
prześladować	2.64	5.10	5.08	5.34	5.88	9.50
prześledzić	4.92	4.12	5.46	4.52	5.12	9.40
prześwietlać	4.74	3.60	5.78	4.02	6.54	9.72
przetaczanie	4.54	3.86	5.04	4.29	5.32	11.04
przewaga	5.94	4.24	7.10	5.28	4.94	8.52
przeważający	5.26	4.00	6.82	5.44	4.42	11.02
przewlekły	3.20	4.30	3.50	5.18	4.36	10.78
przewodnik	6.04	3.62	6.48	3.26	7.40	9.00
przewrotny	4.78	4.32	5.10	5.60	4.66	10.82
przód	5.54	3.80	6.02	4.24	5.66	6.70
przychylność	6.38	3.48	5.56	6.30	4.28	10.34
przycisk	5.20	3.26	5.60	2.08	7.44	7.08
przyciskać	4.62	4.10	5.90	3.68	6.70	7.62
przyczaić się	4.44	4.22	5.24	4.65	6.26	9.76
przydatny	6.62	4.02	5.96	6.14	4.62	9.24
przyglądać	5.64	3.70	5.18	4.70	5.82	7.88
przygnębienie	3.00	4.16	3.44	6.00	5.54	9.58
przygnębiony	3.18	4.14	3.26	6.26	5.64	9.70
przygoda	7.44	5.12	5.92	5.52	5.82	8.34
przyjaciel	8.14	4.26	6.56	4.54	6.68	6.88
przyjacielskość	7.48	4.04	6.22	7.14	5.32	9.96
przyjazny	7.52	4.08	6.20	6.50	5.36	8.86
przyjaźń	8.12	4.90	6.50	6.68	6.26	7.82
przyjemność	7.82	4.74	6.12	6.50	6.04	7.76
przyjemny	7.26	4.20	6.00	6.18	5.14	7.46
przyjęcie	6.78	4.54	5.58	3.88	7.22	7.42
przyjrzeć się	5.66	3.66	5.76	4.56	6.36	8.16
przyjść	5.64	3.44	5.52	4.32	6.02	6.68
przykleić	5.06	3.44	5.18	3.88	6.72	7.12
przykręcać	4.92	3.66	5.50	3.66	6.94	8.86
przykry	2.94	4.64	3.38	6.22	4.94	8.62
przylądek	5.52	3.26	5.04	2.59	6.30	11.02
przyłbica	5.37	4.00	5.68	2.73	6.40	12.20
przymus	3.24	5.12	3.68	5.67	5.04	9.84
przynieść	5.54	3.48	5.10	4.44	5.98	5.90
przypiąć	5.14	3.62	5.42	3.62	6.72	7.42
przyprawy	6.32	3.78	5.56	2.40	7.44	7.80
przypuszczać	5.14	3.60	5.10	6.28	4.52	9.70
przyroda	7.00	3.06	5.68	3.74	7.14	7.48
przyrząd	5.12	3.32	5.40	3.08	5.88	9.50
przysięga	6.35	4.52	6.20	5.66	5.84	9.36
przysięgać	5.62	4.46	5.50	5.58	6.52	8.72
przysługa	6.08	3.52	5.72	5.62	4.58	9.86
przystojniak	6.76	5.16	6.44	3.58	7.14	9.64
przystojny	7.00	5.26	6.38	5.12	6.98	9.10
przyszłość	6.48	5.12	6.48	7.20	4.72	7.78
przytłoczony	3.04	4.58	3.28	5.74	5.22	10.72
przytulić	7.70	4.40	6.00	3.82	7.56	6.30
przytulne	7.22	3.22	5.42	5.24	6.30	9.34
przytulny	7.08	3.16	5.34	6.22	6.28	9.00
przyznać	5.36	4.00	5.26	5.52	4.74	7.80
przyzwoitość	6.32	3.56	5.64	6.66	4.66	10.36
przyzwoity	6.10	3.18	5.70	6.34	4.48	10.40
przyzwyczaić	5.12	3.18	4.74	5.46	4.42	9.84
psalm	5.40	3.28	5.14	3.84	6.16	10.06
psiarnia	4.04	3.84	3.98	3.02	6.43	10.04
psioczyć	3.66	4.34	4.32	5.15	4.46	12.02
psota	5.08	4.40	5.18	5.00	5.29	8.88
pstrąg	5.60	3.02	4.92	1.84	7.06	9.12
psyche	5.07	3.95	5.11	6.93	3.67	12.50
pszczoły	4.92	4.24	5.42	2.02	7.90	6.62
pszenica	5.70	2.84	4.80	1.80	7.65	8.22
ptak	5.66	3.40	5.72	2.10	7.82	6.54
ptaszek	6.10	3.26	4.70	1.70	7.84	6.32
pub	6.38	4.82	5.18	2.08	7.44	10.24
puch	6.06	2.64	4.70	2.30	7.10	8.66
puchar	6.34	4.20	6.48	2.16	7.82	7.66
puchaty	6.26	2.60	4.76	3.96	6.94	7.86
puchnąć	3.48	4.62	4.16	3.80	7.02	8.38
pudel	4.76	3.12	4.84	2.16	7.94	8.34
pudełko	5.48	3.10	4.86	1.51	7.76	6.20
puf	5.14	3.02	4.53	3.33	6.27	8.28
pukać	5.26	3.98	5.18	3.59	7.24	7.48
puma	5.72	4.22	6.18	1.90	7.72	8.60
punk	5.02	4.72	5.48	3.90	7.36	11.34
punkt	5.42	3.56	5.64	3.60	6.22	7.96
punktualność	6.36	3.56	6.46	5.78	5.06	9.50
punktualny	6.30	3.68	6.42	5.76	5.66	8.80
puree	5.35	3.32	4.78	2.32	7.60	10.66
purpurowy	5.24	3.82	5.72	4.50	7.42	9.35
pusty	3.94	3.22	3.88	4.90	6.64	6.88
puszka	5.40	3.26	4.90	1.72	7.90	7.72
pycha	3.92	4.56	5.46	6.73	4.76	9.18
pył	4.84	3.24	3.96	2.32	7.02	8.96
pysk	4.36	3.90	4.78	2.10	6.94	7.94
pytanie	5.24	3.84	5.10	4.46	5.68	7.32
pyton	4.10	4.34	5.94	1.71	7.16	9.39
rabbi	5.22	3.37	5.70	4.05	5.86	12.90
rabin	5.08	2.96	6.24	2.90	6.37	11.56
rabuś	3.30	4.94	4.94	3.16	6.43	9.64
racja	6.22	3.68	6.54	6.50	4.18	8.56
racjonalny	6.26	3.82	6.22	6.70	4.38	10.82
rada	5.88	3.54	6.24	5.06	4.96	8.50
radar	4.32	4.10	5.92	2.14	7.42	9.42
radio	6.32	3.62	5.62	1.98	8.00	6.32
radiowóz	4.10	5.02	6.04	2.04	7.94	8.82
radosny	7.60	5.28	6.18	5.96	6.54	7.52
radość	7.92	6.24	6.59	6.59	6.57	6.70
radzić sobie	6.74	4.34	6.72	5.66	4.36	9.02
rafinowany	4.98	3.69	5.42	4.21	3.73	12.65
raj	7.82	4.16	6.42	6.10	6.92	8.68
rak	2.80	5.36	3.92	2.20	8.04	7.54
rakieta	5.36	4.90	6.24	1.56	7.92	6.80
ramię	5.34	3.48	5.52	2.30	7.64	7.58
rana	3.02	4.72	4.04	2.64	7.38	6.92
ranczo	5.78	3.74	5.54	2.66	6.72	10.30
randka	7.26	5.22	5.38	4.68	6.96	8.98
rano	4.98	3.34	4.96	4.46	6.96	6.72
rany	2.96	5.14	3.94	2.48	7.44	7.78
raport	4.88	3.56	5.26	2.84	6.16	11.12
raportować	4.94	3.24	5.08	4.24	5.50	11.34
ratownik	6.20	4.72	6.92	2.48	7.48	7.45
ratrakowanie	5.48	4.08	5.62	4.50	6.40	12.45
ratunek	6.50	4.70	6.02	4.94	5.96	7.66
ratunkowy	5.92	4.38	5.80	5.00	5.88	9.32
rdza	3.98	3.88	4.00	2.42	7.46	9.76
rdzeń	5.16	3.38	6.22	2.64	6.04	11.38
rdzewieć	3.80	3.48	3.32	3.60	6.76	10.22
realistyczny	5.76	4.04	6.08	6.43	4.50	11.20
recesja	3.63	4.20	3.68	5.13	3.66	12.66
reflektor	5.12	3.66	5.92	2.22	7.52	9.76
region	5.20	3.26	5.08	4.12	5.22	9.52
regularny	5.90	3.38	5.70	5.74	4.74	10.36
rejs	6.44	3.64	5.82	3.06	7.14	9.36
rekin	4.30	5.12	6.44	1.78	8.02	8.12
rekompensować	6.18	4.20	6.06	5.86	4.20	11.76
rekrutować	5.31	4.00	6.28	4.62	5.70	11.40
relaks	7.72	2.44	6.10	5.96	6.60	9.10
religia	5.52	3.88	5.38	6.74	5.26	7.56
religijny	5.26	3.38	4.90	6.48	6.10	9.34
respekt	6.56	4.06	6.88	6.40	5.28	10.80
restauracja	6.26	3.84	5.58	2.22	7.84	8.70
reszta	5.34	3.32	4.76	4.20	5.26	7.84
reumatyzm	2.96	3.72	3.46	3.96	5.38	12.04
rewolwer	4.32	5.38	6.38	1.82	7.80	8.42
rezygnacja	3.04	3.62	2.64	5.92	5.00	9.48
ręka	5.38	3.08	5.90	2.16	7.94	6.48
rękaw	5.16	3.50	4.76	1.76	7.74	6.30
robactwo	2.62	4.82	3.30	2.46	7.58	8.98
robak	3.56	4.32	3.72	1.82	7.88	6.96
robić aluzje	4.28	4.36	5.36	5.96	4.56	11.74
robić na drutach	5.66	2.68	4.68	3.30	7.62	8.18
robienie	5.60	3.96	5.54	4.66	4.46	7.24
robot	5.42	3.60	4.76	2.62	7.62	7.98
rodnik	4.55	3.27	5.19	3.07	4.27	13.04
rodzaj	5.30	3.34	5.28	5.72	3.58	8.28
rodzina	7.62	3.96	6.38	3.94	7.80	6.04
rodzynek	5.74	3.44	4.90	2.64	7.84	7.78
roić się	4.02	4.78	4.86	4.47	5.54	10.26
rok	5.40	3.36	5.56	4.66	5.82	6.46
rola	5.50	3.16	5.46	4.54	4.94	8.38
rolnik	5.60	2.84	5.14	2.38	7.58	8.48
rolować	4.59	3.80	5.36	4.12	5.56	10.34
romantyczny	6.88	4.50	5.42	6.98	5.98	9.94
romantyzm	6.74	4.64	5.45	7.12	5.62	11.48
rondel	5.26	3.34	4.78	1.78	7.71	9.40
ropa	4.80	3.56	5.90	2.08	6.96	9.52
rosa	5.64	2.52	4.76	2.16	7.58	8.48
Rosja	4.68	4.78	6.26	2.64	6.86	10.38
rosnąć	6.24	4.30	6.00	3.94	6.70	7.16
roszczenie	3.92	4.37	5.88	5.62	4.26	12.12
roślina	6.04	3.10	5.36	2.24	7.58	6.51
rotować	5.11	4.05	5.05	4.33	4.85	12.14
rowek	4.92	3.66	4.60	2.20	6.98	8.22
rower	6.86	3.76	5.64	1.78	8.22	6.38
rozbawienie	7.08	4.90	5.68	5.88	6.44	8.32
rozbić	3.80	4.68	4.92	4.42	6.66	7.16
rozbój	2.70	5.96	5.54	4.04	6.14	10.72
rozchlapać	4.36	4.42	4.54	3.74	6.92	7.88
rozchmurzyć się	6.74	4.32	5.40	5.50	6.42	8.40
rozciągać	5.08	4.10	5.54	4.10	6.72	8.16
rozczarowanie	2.94	4.96	3.26	6.28	5.06	9.16
rozczarowany	3.12	5.40	3.20	6.60	5.20	9.08
rozdrabnianie	4.50	3.86	4.44	3.98	5.94	9.86
rozdrażnienie	3.18	5.32	4.32	6.12	5.76	11.12
rozdrażniony	3.48	5.94	4.34	6.16	5.70	10.68
rozdzielać	4.40	3.98	5.74	4.18	5.96	9.12
rozdzielenie	4.24	4.36	4.66	4.78	5.60	9.24
rozebrać się	5.80	4.88	4.48	3.84	7.22	7.46
rozgarnięty	6.16	4.02	6.02	5.72	4.66	11.10
rozklekotany	3.94	4.26	3.34	5.08	5.94	11.22
rozkład	4.42	4.08	4.50	4.16	6.56	9.64
rozkładać się	3.64	4.34	3.24	4.22	6.20	9.06
rozkochiwać	6.26	5.40	6.16	6.20	5.76	10.34
rozkosz	7.94	6.28	5.84	6.40	6.34	10.30
rozkoszny	6.96	4.76	5.80	5.86	5.82	10.56
rozluźniony	6.56	3.30	5.56	5.92	5.72	9.80
rozładować	4.82	3.80	5.32	4.50	5.90	8.74
rozładowany	4.40	3.84	4.30	4.66	5.58	9.04
rozmawiać	6.40	3.90	5.76	4.62	7.30	7.08
rozmazany	4.32	3.46	3.90	5.06	6.56	8.08
rozmiar	5.06	3.52	5.38	4.00	5.52	8.42
rozmoczony	3.36	3.72	3.56	4.31	5.94	9.24
rozmowny	6.30	4.26	6.18	5.16	6.04	8.80
rozmyślać	5.98	3.20	5.48	6.16	6.02	9.84
rozpacz	2.52	5.86	2.76	6.72	6.34	9.88
rozpalić	5.82	4.92	5.86	4.10	7.02	8.68
rozpiętość	5.32	3.82	5.74	5.12	5.16	10.68
rozpisywanie	5.10	3.80	5.49	4.38	5.80	9.84
rozpocząć	5.70	3.80	5.76	5.04	5.16	8.60
rozprawka	4.58	3.50	5.20	3.82	6.28	11.02
rozpryskiwać	4.46	4.20	4.86	4.00	6.72	9.46
rozprzestrzeniać	4.60	4.36	5.94	4.86	5.68	10.74
rozprzestrzenienie	4.86	4.46	5.54	4.90	4.70	11.02
rozpusta	4.72	5.44	4.98	5.76	5.58	11.00
rozpylać	4.84	3.94	5.66	3.90	6.66	10.18
rozrywka	6.86	5.34	5.76	5.26	6.10	8.64
rozrzedzone	4.30	4.02	4.04	4.96	5.70	10.88
rozrzutnik	3.96	4.28	4.90	3.32	5.60	11.45
rozrzutny	3.88	4.48	4.90	5.58	5.64	9.68
rozsądny	6.62	3.98	6.36	6.36	4.74	8.82
rozsiać	5.22	3.40	5.38	4.08	5.88	10.30
rozszczepić	4.74	4.06	5.46	4.26	6.08	10.72
rozszczepienie	4.34	4.44	5.10	4.54	5.36	12.08
roztropność	5.96	3.54	6.02	6.76	3.96	11.16
roztrząsać	4.02	4.76	4.48	5.14	5.06	10.50
rozwaga	6.36	3.36	6.32	6.84	4.56	10.80
rozważać	5.56	3.74	5.78	5.82	5.28	9.76
rozwiać	5.46	3.94	5.22	4.90	5.76	9.28
rozwinięty	6.34	4.12	6.16	5.50	5.20	9.10
rozwód	2.38	5.58	3.92	4.72	5.88	10.78
rozwścieczony	2.68	6.72	5.50	5.70	6.70	9.82
róg	5.02	3.40	5.08	2.00	7.54	7.64
rój	4.06	5.30	5.24	2.46	6.84	9.16
rów	4.72	3.50	4.12	1.86	7.30	8.58
równie	5.34	2.90	5.00	5.41	4.38	9.22
równina	5.56	3.10	4.72	2.74	7.04	10.04
równowaga	6.08	3.56	5.80	5.38	5.82	9.16
rózga	3.58	4.86	4.54	2.34	7.48	7.06
róża	6.60	3.68	5.62	1.84	8.30	6.62
różnić się	5.28	4.10	5.44	5.36	4.88	7.68
różowy	4.56	3.02	4.80	3.60	7.94	6.66
rtęć	4.66	3.86	5.20	2.10	6.96	10.96
rubel	5.18	3.33	4.88	2.38	6.06	12.00
rubin	6.14	3.48	6.26	2.20	7.40	10.80
rubryka	4.90	2.88	4.88	3.04	6.86	9.86
ruch	6.02	4.34	5.84	4.00	6.64	7.02
ruchliwość	5.80	4.78	5.54	5.00	5.84	9.40
ruchome piaski	4.70	4.70	3.90	2.76	7.00	10.80
ruchomy	5.34	3.98	5.42	4.18	6.24	8.20
ruda	5.66	3.92	5.08	2.46	7.52	9.46
rudera	3.32	4.22	3.44	2.70	6.94	10.66
ruiny	4.84	4.62	3.96	2.22	7.66	8.30
rum	5.70	4.24	4.92	1.90	7.42	10.98
rumienić się	5.52	4.64	3.92	4.30	7.50	9.70
rumieniec	5.68	4.58	4.14	3.20	7.58	9.16
Rumunia	5.22	3.64	4.06	2.54	5.90	11.52
runo	5.40	2.90	5.06	2.35	6.47	10.68
rura	4.76	2.72	4.58	1.78	7.90	7.48
rurka	5.12	3.08	4.62	1.98	7.54	7.96
ruszt	5.72	3.64	5.10	1.92	7.32	10.58
rusztowanie	4.82	3.64	5.70	1.92	7.54	10.78
rutyna	3.56	2.52	4.14	5.40	4.52	11.06
ryba	5.64	3.08	4.80	1.84	8.12	5.34
rycerz	6.32	4.40	6.70	2.50	8.14	7.08
ryczeć	3.48	5.40	4.40	3.92	6.84	7.24
ryć	4.44	4.18	4.60	3.86	6.59	9.72
rygor	3.68	4.92	5.80	5.86	5.20	10.48
rygorystycznie	3.98	4.90	6.12	6.50	4.48	11.88
ryk	3.94	4.90	6.18	3.40	7.04	7.98
rymować	5.70	3.50	5.48	4.68	5.40	8.08
rynek	5.62	3.42	5.60	3.22	7.02	8.60
rynna	5.16	2.80	5.06	1.86	7.78	8.02
rysować	6.44	3.76	5.80	4.08	7.58	5.78
rysowanie	6.38	3.48	5.74	3.92	7.40	5.36
rysunek	6.18	3.20	5.50	2.38	7.58	6.08
ryś	5.60	3.54	5.68	2.18	7.50	8.92
rytm	6.18	3.78	5.86	5.02	6.02	8.88
ryzykować	4.80	5.24	6.16	5.32	5.22	8.90
ryzykowny	4.46	5.20	5.64	5.86	5.02	9.40
ryż	5.74	2.96	4.96	1.88	8.18	7.00
rzadki	5.36	3.80	5.34	5.34	4.42	7.62
rząd	3.80	4.50	6.50	3.64	6.72	9.44
rządzić	5.02	5.14	7.66	5.16	5.90	8.54
rzecz	5.08	2.82	4.94	3.00	5.18	6.34
rzeczy	5.34	3.28	5.40	2.44	5.72	7.12
rzeka	6.12	3.68	5.40	2.14	7.84	7.04
rzemiosło	5.60	3.36	5.74	4.50	5.46	10.58
rzepa	5.10	3.02	4.84	2.12	7.34	9.48
rzeź	2.16	6.48	4.26	3.64	7.10	10.46
rzeźnik	3.84	5.14	5.62	2.64	7.42	9.12
rzęsa	5.38	3.30	4.78	1.52	7.94	7.22
rzodkiewka	5.84	2.94	4.84	1.68	8.10	7.14
rzucać	4.72	4.48	5.56	4.04	6.92	6.94
rzucić klątwę	3.08	4.80	5.88	6.24	5.94	10.00
rzutki	5.48	3.48	5.48	2.43	7.56	9.98
sabat	4.56	4.10	5.06	5.12	5.68	11.72
sadysta	2.24	6.32	5.34	4.40	6.08	11.62
sadyzm	2.30	6.30	5.10	6.00	5.37	11.18
sadza	4.26	3.84	4.30	2.24	7.02	9.26
sadzenie	5.50	3.04	5.28	3.40	6.82	8.86
sadzić	5.60	3.42	5.42	3.44	7.22	7.88
saga	5.56	3.12	5.34	4.20	5.06	10.86
saksofon	5.62	3.38	5.82	1.70	7.90	9.36
sala	5.26	3.16	4.90	1.94	7.42	7.26
sala gimnastyczna	5.64	4.36	5.26	2.06	7.82	7.86
salon	5.88	2.90	5.52	2.30	7.56	8.42
salsa	6.46	4.62	5.64	2.80	7.16	11.26
salwa	5.56	4.70	5.92	3.51	6.48	10.55
sałata	5.88	2.66	4.66	1.96	8.16	7.10
sałatka	6.26	3.36	5.16	2.36	8.00	7.20
sam	4.02	3.54	4.18	4.96	5.28	6.54
samo zadowolony	6.60	4.16	6.64	6.37	4.88	10.96
samobójstwo	1.54	6.76	2.98	4.22	7.30	10.94
samochód	5.92	3.86	6.00	1.88	8.20	6.96
samodzielność	6.82	4.26	6.96	6.58	5.14	8.92
samolot	6.22	4.40	6.20	2.16	8.30	6.46
samolubny	2.76	4.68	5.50	6.12	5.10	8.80
samolubstwo	2.69	4.90	5.36	6.62	4.46	9.96
samoopanowanie	6.42	3.36	7.20	6.68	4.86	12.27
samorealizacja	7.12	4.32	7.42	7.12	4.02	11.96
samoświadomość	6.50	3.62	7.18	7.58	3.00	12.24
samotność	2.34	4.42	3.28	6.56	5.80	9.26
samotny	2.62	4.32	3.34	5.90	6.20	8.68
samowolny	4.84	4.02	5.96	6.46	4.40	10.24
samowystarczalny	6.56	3.92	7.30	6.52	4.12	11.46
San Marino	5.20	2.56	4.90	1.90	7.98	8.08
sandał	6.18	3.56	4.94	1.84	8.00	6.60
sanki	6.00	3.18	4.84	2.38	4.60	11.96
sapać	3.60	4.32	4.06	3.82	7.00	8.96
sarkastyczny	5.22	4.92	5.86	6.52	4.80	11.88
satyna	5.88	3.27	5.37	2.75	6.55	12.17
satyra	6.04	4.04	5.52	5.10	5.08	11.92
satyrowy	5.75	3.90	5.43	5.91	3.69	12.31
satysfakcja	7.52	4.56	6.76	6.78	5.06	9.78
sauna	6.02	3.24	5.18	2.00	7.68	10.22
są	5.56	3.20	5.70	5.64	3.22	6.26
sąd	4.40	4.12	6.98	3.20	7.22	9.00
sąsiad	5.38	3.72	4.88	2.52	6.92	7.22
sąsiedztwo	5.60	3.48	5.30	3.38	6.18	8.92
scena	5.86	3.74	6.06	2.68	7.16	7.56
scenariusz	5.56	3.10	5.62	3.38	6.28	9.82
sceptyczny	3.92	3.80	5.12	6.46	4.74	11.64
schemat	4.94	2.78	5.30	4.12	5.80	9.56
schludny	6.52	3.46	5.56	5.56	6.24	9.88
schodek	5.06	3.40	4.74	2.10	7.76	6.76
schody	5.04	3.28	5.32	2.04	8.04	6.30
schodzić	5.14	3.38	4.64	3.96	6.98	6.84
schronisko	5.60	3.84	4.68	2.50	7.32	8.98
schrupać	6.02	3.62	5.32	4.06	6.92	8.12
schylać się	4.80	3.92	4.44	3.68	6.94	8.62
segmentowanie	4.74	3.68	5.08	4.65	4.59	13.37
sekcja	4.60	3.56	5.18	3.72	4.84	10.58
seks	7.62	6.68	6.26	3.36	8.00	10.14
seksowny	7.48	6.24	6.58	5.90	7.22	11.68
sekta	2.58	5.08	4.30	4.94	5.90	10.94
sen	7.36	3.24	5.42	5.00	7.04	6.88
sentyment	6.56	3.38	4.20	6.96	4.76	11.26
sentymentalny	5.84	3.70	4.50	6.66	4.68	11.16
separowanie	3.78	4.12	4.96	4.82	4.90	12.16
ser	6.32	3.08	5.02	1.58	8.24	5.74
Serbia	5.14	3.86	4.80	2.56	5.12	11.22
serce	6.94	4.68	5.94	2.68	7.90	6.22
serdeczność	7.30	3.82	5.78	7.00	5.16	10.64
serdeczny	7.02	3.66	6.04	6.40	5.24	9.06
seria	5.28	3.26	5.38	4.70	4.88	9.40
serwowanie	5.48	3.76	5.38	4.34	6.20	10.86
sesja	3.76	5.06	4.32	4.34	7.06	12.20
sezon	5.86	3.18	5.46	4.54	5.08	9.42
sęp	3.76	4.22	5.18	2.18	7.96	9.48
sfera	5.34	3.54	5.48	5.24	5.34	10.78
sfilmować	6.02	3.92	6.08	3.98	6.82	9.02
sfinks	5.62	3.00	6.04	3.26	7.90	10.22
sfrustrowany	2.82	5.24	3.54	6.71	5.26	12.18
sherry	5.46	3.67	5.24	2.67	5.38	12.59
siać	5.56	3.16	5.66	3.74	6.98	8.48
siano	5.46	2.98	4.39	1.76	7.78	7.78
siarka	4.50	3.90	5.06	2.08	6.56	11.08
siateczka	5.10	2.60	4.68	2.20	7.24	9.32
sieć	5.24	3.32	4.34	3.02	7.38	7.76
siedzenie	5.12	3.38	4.78	3.16	7.22	7.62
siedziba	5.66	3.34	5.92	2.98	5.52	9.64
siedzieć	5.10	2.76	5.12	3.58	7.14	6.70
sierota	2.64	4.64	2.92	3.52	6.08	8.94
sierp	4.48	4.72	5.48	1.76	7.78	10.98
sierżant	5.04	4.42	6.24	2.36	6.84	9.68
sikać	4.18	3.70	4.06	2.80	7.94	5.38
sikanie	4.28	4.16	4.62	3.16	7.90	5.84
silnie	5.66	4.60	6.60	5.32	5.48	7.98
silnik	5.46	4.06	6.12	2.10	7.64	8.72
silny	6.56	4.74	7.34	4.92	6.46	6.92
silos	5.13	3.44	5.49	2.46	6.33	12.05
siła	6.54	4.38	7.76	5.26	6.02	7.52
siła woli	6.56	4.24	7.27	6.92	4.64	10.88
siłować	4.86	4.48	6.28	4.52	6.44	9.56
singiel	4.88	3.84	5.32	3.74	6.40	10.90
siodło	5.44	3.32	5.54	1.74	7.72	9.42
siostra	6.76	3.58	5.28	2.64	7.38	6.36
siostrzenica	6.02	3.50	5.14	2.42	5.41	9.24
sito	5.08	3.36	4.62	2.12	7.70	8.68
siusiać	4.74	3.82	4.12	3.20	7.72	5.12
skakać	6.04	4.38	5.80	3.54	7.58	6.58
skakanie	6.10	4.22	5.32	3.62	7.28	6.98
skala	5.30	2.94	5.54	4.66	5.94	9.70
skalny	5.30	3.22	5.42	3.22	6.52	9.72
skalp	3.86	4.57	5.24	2.37	6.52	11.24
skalpel	3.88	5.10	5.86	1.86	7.48	10.22
skała	5.38	3.24	5.94	2.30	7.92	7.86
skandal	3.42	5.46	4.72	5.74	5.02	10.16
skarb	6.84	4.20	7.02	3.72	7.46	6.36
skarcić	3.22	4.82	5.20	5.26	5.64	9.40
skarga	3.56	4.94	4.72	4.86	5.30	8.38
skarpetka	5.20	3.06	4.70	1.90	8.30	5.96
skarżyć się	3.18	5.14	3.64	4.88	6.00	7.38
skarżypyta	3.28	4.92	3.64	4.94	5.44	7.30
skaza	3.52	4.72	3.80	4.24	5.84	10.46
skąpstwo	3.02	4.84	4.80	5.94	5.26	10.42
skąpy	2.98	4.80	4.20	6.04	5.36	10.44
skinąć	5.16	3.39	5.34	4.04	6.86	9.78
skinienie	5.36	3.90	5.12	4.14	6.40	9.98
sklep	5.76	3.54	5.32	2.02	7.60	6.42
składać	5.04	3.40	5.40	3.92	6.20	8.60
składniki	5.76	3.34	5.16	2.78	5.96	7.80
składowisko	4.53	3.62	4.60	2.90	5.90	10.60
skłonny	5.12	3.70	4.18	6.20	4.34	10.58
skok	5.50	4.38	5.56	3.28	7.18	7.52
skoki narciarskie	6.12	3.90	5.48	3.08	8.06	8.10
skomleć	3.12	4.14	2.84	4.24	6.22	9.43
skorek	3.89	3.57	4.83	2.29	6.58	11.71
skorpion	4.24	4.64	5.72	1.82	8.02	9.28
skorumpowany	2.76	4.96	3.63	6.16	4.90	12.30
skorupa	4.68	3.10	4.92	2.40	7.28	8.02
skóra	5.52	3.62	4.80	1.86	7.84	6.58
skórka	5.18	2.94	4.84	1.94	7.36	7.98
skórzany	5.84	4.04	5.50	3.40	7.26	8.84
skrajny	4.24	4.60	4.96	5.76	4.50	10.24
skromny	6.20	3.14	4.98	6.00	5.26	9.02
skrucha	4.76	4.10	4.24	6.80	4.98	10.70
skrupulatny	6.00	3.64	6.02	6.30	5.02	11.32
skruszony	4.86	4.10	3.42	5.90	5.48	10.42
skrytobójca	2.57	6.00	5.14	4.80	4.67	12.02
skrzydło	5.56	3.06	5.70	2.12	7.74	7.30
skrzynia	5.40	3.96	5.08	1.62	7.66	7.52
skrzypce	6.08	3.58	5.86	2.16	7.94	8.18
skrzywdzenie	2.62	5.58	3.56	5.68	5.04	9.18
skunks	3.66	4.26	4.36	1.96	7.80	8.68
skuteczny	6.78	4.48	6.62	6.02	4.38	9.56
skuter	5.46	4.04	4.96	1.74	7.86	9.10
slums	3.06	4.82	3.02	3.38	6.94	12.18
slup	5.03	2.81	5.11	2.39	7.09	11.05
słabeusz	3.18	3.58	2.50	5.39	5.82	10.06
słabowitość	3.40	3.72	2.88	5.78	4.80	11.30
słaby	3.42	3.82	2.42	6.08	4.98	6.60
sława	5.76	4.58	6.64	6.06	5.78	8.80
słodki	6.94	3.84	5.44	4.62	6.74	6.42
słodycz	7.02	4.14	5.56	3.54	7.12	7.46
słodycze	7.08	4.20	5.02	2.00	7.82	5.92
słoik	5.06	3.28	4.60	1.80	8.12	7.00
słoma	5.26	3.12	4.14	2.04	8.02	8.32
słoń	5.86	3.10	5.94	1.54	8.24	6.82
słońce	7.08	4.00	6.46	2.64	8.48	5.74
Słowacja	6.02	3.16	5.08	2.36	6.02	10.46
Słowenia	5.70	3.16	4.78	2.58	5.22	10.96
słowo	5.72	2.98	6.12	5.00	5.02	6.90
słód	5.42	2.56	4.76	2.88	4.76	11.15
